SMILES	name	PUBCHEM_COMPOUND_CID	PUBCHEM_COMPOUND_CANONICALIZED	PUBCHEM_CACTVS_COMPLEXITY	PUBCHEM_CACTVS_HBOND_ACCEPTOR	PUBCHEM_CACTVS_HBOND_DONOR	PUBCHEM_CACTVS_ROTATABLE_BOND	PUBCHEM_CACTVS_SUBSKEYS	PUBCHEM_IUPAC_OPENEYE_NAME	PUBCHEM_IUPAC_CAS_NAME	PUBCHEM_IUPAC_NAME	PUBCHEM_IUPAC_SYSTEMATIC_NAME	PUBCHEM_IUPAC_TRADITIONAL_NAME	PUBCHEM_IUPAC_INCHI	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_XLOGP3	PUBCHEM_EXACT_MASS	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT	PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_OPENEYE_ISO_SMILES	PUBCHEM_CACTVS_TPSA	PUBCHEM_MONOISOTOPIC_WEIGHT	PUBCHEM_TOTAL_CHARGE	PUBCHEM_HEAVY_ATOM_COUNT	PUBCHEM_ATOM_DEF_STEREO_COUNT	PUBCHEM_ATOM_UDEF_STEREO_COUNT	PUBCHEM_BOND_DEF_STEREO_COUNT	PUBCHEM_BOND_UDEF_STEREO_COUNT	PUBCHEM_ISOTOPIC_ATOM_COUNT	PUBCHEM_COMPONENT_COUNT	PUBCHEM_CACTVS_TAUTO_COUNT	PUBCHEM_COORDINATE_TYPE	PUBCHEM_BONDANNOTATIONS
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	985	985	1	178	2	1	14	AAADcfB4MAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIyKCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	"palmitic acid"	"hexadecanoic acid"	"hexadecanoic acid"	"hexadecanoic acid"	"palmitic acid"	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	IPCSVZSSVZVIGE-UHFFFAOYSA-N	6.4	256.24	C16H32O2	256.43	CCCCCCCCCCCCCCCC(=O)O	CCCCCCCCCCCCCCCC(=O)O	37.3	256.24	0	18	0	1	0	0	0	1	-1	"1\n5\n255"	"14  41  3"
[H]C1=NC([H])=C([H])C([H])=C1[H]	1049	1049	1	30.9	1	0	0	AAADcYBiAAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAABgAAAHAAAAAAACADBEgQ8gJIIEACgADBnRACCgCAxAiAI2CA4ZJgIIOLAkZGEIAhggADIyAYQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	pyridine	pyridine	pyridine	pyridine	pyridine	InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H	JUJWROOIHBZHMG-UHFFFAOYSA-N	0.7	79.042	C5H5N	79.102	C1=CC=NC=C1	C1=CC=NC=C1	12.9	79.042	0	6	0	0	0	0	0	1	-1	"1\n5\n255"	"1  5  8\n1  6  8\n2  3  8\n2  4  8\n3  5  8\n4  6  8"
[H]OC(C1=C(N([H])C(=O)C2=C([H])C([H])=C([H])C(C#N)=C2[H])C2=C([H])C([H])=C([H])C([H])=C2C([H])=C1[H])(C(F)(F)F)C(F)(F)F	10455786	10455786	1	699	9	2	3	AAADccB7McAAAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAADBVAAAHwAQCAAADEyBmBAwwMLAAgCYBiVSUACiAAAlAAAIiAEATMgIpjLAlZGEcQhmxAHI2Y+YyPCOwAACQAASAACAAASAACQAAAAAAAAAAA==	3-cyano-~{N}-[2-[2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl]-1-naphthyl]benzamide	3-cyano-~{N}-[2-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)-1-naphthalenyl]benzamide	3-cyano-~{N}-[2-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-yl]benzamide	3-cyano-~{N}-[2-[1,1,1,3,3,3-hexakis(fluoranyl)-2-oxidanyl-propan-2-yl]naphthalen-1-yl]benzamide	3-cyano-~{N}-[2-[2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl]-1-naphthyl]benzamide	InChI=1S/C21H12F6N2O2/c22-20(23,24)19(31,21(25,26)27)16-9-8-13-5-1-2-7-15(13)17(16)29-18(30)14-6-3-4-12(10-14)11-28/h1-10,31H,(H,29,30)	VBVOEWMIAMXPPB-UHFFFAOYSA-N		438.08	C21H12F6N2O2	438.329	C1=CC=C2C(=C1)C=CC(=C2NC(=O)C3=CC=CC(=C3)C#N)C(C(F)(F)F)(C(F)(F)F)O	C1=CC=C2C(=C1)C=CC(=C2NC(=O)C3=CC=CC(=C3)C#N)C(C(F)(F)F)(C(F)(F)F)O	73.1	438.08	0	31	0	0	0	0	0	1	-1	"1\n5\n255"	"12  13  8\n12  17  8\n13  14  8\n14  18  8\n14  20  8\n17  19  8\n18  19  8\n18  21  8\n20  22  8\n21  23  8\n22  23  8\n25  26  8\n25  27  8\n26  28  8\n27  29  8\n28  30  8\n29  30  8"	5.5
[H]OC(C1=C(N([H])C(=O)C2=C([H])C(=C([H])C([H])=C2[H])[N+]([O-])=O)C2=C([H])C([H])=C([H])C([H])=C2C([H])=C1[H])(C(F)(F)F)C(F)(F)F	10456839	10456839	1	694	10	2	3	AAADccB7OcAAAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAADBVAAAHwAUCAAADEyBmBAwwMLQQgCJAiVSUwCCAAAlAgAoiAEAbMoIJjLAlZGEcQhmxAHI2YecyPCOwAACQAASAACAAASAACQAAAAAAAAAAA==	3-nitro-~{N}-[2-[2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl]-1-naphthyl]benzamide	~{N}-[2-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)-1-naphthalenyl]-3-nitrobenzamide	~{N}-[2-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-yl]-3-nitrobenzamide	~{N}-[2-[1,1,1,3,3,3-hexakis(fluoranyl)-2-oxidanyl-propan-2-yl]naphthalen-1-yl]-3-nitro-benzamide	3-nitro-~{N}-[2-[2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl]-1-naphthyl]benzamide	InChI=1S/C20H12F6N2O4/c21-19(22,23)18(30,20(24,25)26)15-9-8-11-4-1-2-7-14(11)16(15)27-17(29)12-5-3-6-13(10-12)28(31)32/h1-10,30H,(H,27,29)	HOIHZGNFCAITAJ-UHFFFAOYSA-N		458.07	C20H12F6N2O4	458.316	C1=CC=C2C(=C1)C=CC(=C2NC(=O)C3=CC(=CC=C3)[N+](=O)[O-])C(C(F)(F)F)(C(F)(F)F)O	C1=CC=C2C(=C1)C=CC(=C2NC(=O)C3=CC(=CC=C3)[N+](=O)[O-])C(C(F)(F)F)(C(F)(F)F)O	95.2	458.07	0	32	0	0	0	0	0	1	-1	"1\n5\n255"	"14  15  8\n14  19  8\n15  16  8\n16  20  8\n16  22  8\n19  21  8\n20  21  8\n20  23  8\n22  24  8\n23  26  8\n24  26  8\n27  28  8\n27  29  8\n28  30  8\n29  31  8\n30  32  8\n31  32  8"	5.6
[H]OC(C(=O)N([H])C1=C([H])C(SC2=C([H])C([H])=C([H])C([H])=C2[H])=C(C([H])=C1[H])[N+]([O-])=O)(C([H])([H])[H])C(F)(F)F	10500343	10500343	1	523	8	2	4	AAADccB7OYBAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHwQUCAAADEyB0BAywYLQQgiJACVSUwKCAAAhChAoiB1AZIoKICLgkZGEIAxglAD4yAcQAAAAAACAACAAAQAAAQAAQAACAAAAAAAAAA==	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-(4-nitro-3-phenylsulfanyl-phenyl)propanamide	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-[4-nitro-3-(phenylthio)phenyl]propanamide	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-(4-nitro-3-phenylsulfanylphenyl)propanamide	3,3,3-tris(fluoranyl)-2-methyl-~{N}-(4-nitro-3-phenylsulfanyl-phenyl)-2-oxidanyl-propanamide	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-[4-nitro-3-(phenylthio)phenyl]propionamide	InChI=1S/C16H13F3N2O4S/c1-15(23,16(17,18)19)14(22)20-10-7-8-12(21(24)25)13(9-10)26-11-5-3-2-4-6-11/h2-9,23H,1H3,(H,20,22)	XZPAWUUMYRJOMW-UHFFFAOYSA-N		386.055	C16H13F3N2O4S	386.345	CC(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])SC2=CC=CC=C2)(C(F)(F)F)O	CC(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])SC2=CC=CC=C2)(C(F)(F)F)O	120	386.055	0	26	0	1	0	0	0	1	-1	"1\n5\n255"	"11  14  3\n15  16  8\n15  18  8\n16  17  8\n17  19  8\n18  20  8\n19  20  8\n21  22  8\n21  23  8\n22  24  8\n23  25  8\n24  26  8\n25  26  8"	3.7
[H]OC(C(=O)N([H])C1=C([H])C(=C(C#N)C([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])(C([H])([H])[H])C(F)(F)F	10501033	10501033	1	704	8	2	4	AAADccB7OYBAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHwQQCAAADEyB2BAywYLAAgqYBiVSUHLiAAAhChAIiBlAZIgKoCLgkZGEIAxglAD4yA8QgAAOCAAAACAEAAAQAAAAQAgAAAAAAAAAAA==	~{N}-[3-(benzenesulfonyl)-4-cyano-phenyl]-3,3,3-trifluoro-2-hydroxy-2-methyl-propanamide	~{N}-[3-(benzenesulfonyl)-4-cyanophenyl]-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide	~{N}-[3-(benzenesulfonyl)-4-cyanophenyl]-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide	~{N}-[4-cyano-3-(phenylsulfonyl)phenyl]-3,3,3-tris(fluoranyl)-2-methyl-2-oxidanyl-propanamide	~{N}-(3-besyl-4-cyano-phenyl)-3,3,3-trifluoro-2-hydroxy-2-methyl-propionamide	InChI=1S/C17H13F3N2O4S/c1-16(24,17(18,19)20)15(23)22-12-8-7-11(10-21)14(9-12)27(25,26)13-5-3-2-4-6-13/h2-9,24H,1H3,(H,22,23)	HQNJRDMUIQHXSI-UHFFFAOYSA-N		398.055	C17H13F3N2O4S	398.356	CC(C(=O)NC1=CC(=C(C=C1)C#N)S(=O)(=O)C2=CC=CC=C2)(C(F)(F)F)O	CC(C(=O)NC1=CC(=C(C=C1)C#N)S(=O)(=O)C2=CC=CC=C2)(C(F)(F)F)O	116	398.055	0	27	0	1	0	0	0	1	-1	"1\n5\n255"	"12  15  8\n12  19  8\n13  15  8\n13  20  8\n16  22  8\n16  23  8\n19  21  8\n20  21  8\n22  24  8\n23  25  8\n24  26  8\n25  26  8\n11  5  3"	2.3
[H]OC(C(=O)N([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C1=C([H])C(F)=C([H])C([H])=C1[H])(C([H])([H])[H])C(F)(F)F	10522137	10522137	1	503	7	2	4	AAADccB6McAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHwAQCAAADEyBmBgywILAAgCIAqVSUAKCAAAlAgAIiAFAZMgKIDLAlZGEIQhglADYyYcYicCeCAAAAAAAAAAQAAAAAAAAAAAAAAAAAA==	3,3,3-trifluoro-~{N}-[4-(3-fluorobenzoyl)phenyl]-2-hydroxy-2-methyl-propanamide	3,3,3-trifluoro-~{N}-[4-[(3-fluorophenyl)-oxomethyl]phenyl]-2-hydroxy-2-methylpropanamide	3,3,3-trifluoro-~{N}-[4-(3-fluorobenzoyl)phenyl]-2-hydroxy-2-methylpropanamide	3,3,3-tris(fluoranyl)-~{N}-[4-(3-fluorophenyl)carbonylphenyl]-2-methyl-2-oxidanyl-propanamide	3,3,3-trifluoro-~{N}-[4-(3-fluorobenzoyl)phenyl]-2-hydroxy-2-methyl-propionamide	InChI=1S/C17H13F4NO3/c1-16(25,17(19,20)21)15(24)22-13-7-5-10(6-8-13)14(23)11-3-2-4-12(18)9-11/h2-9,25H,1H3,(H,22,24)	GQTVIGRRCJRTBX-UHFFFAOYSA-N		355.083	C17H13F4NO3	355.289	CC(C(=O)NC1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)F)(C(F)(F)F)O	CC(C(=O)NC1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)F)(C(F)(F)F)O	66.4	355.083	0	25	0	1	0	0	0	1	-1	"1\n5\n255"	"13  15  8\n13  16  8\n14  17  8\n14  18  8\n15  17  8\n16  18  8\n20  21  8\n20  22  8\n21  23  8\n22  24  8\n23  25  8\n24  25  8\n9  10  3"	3.2
[H]OC(C(=O)N([H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=C([H])C(F)=C1[H])(C([H])([H])[H])C(F)(F)F	10524485	10524485	1	611	8	2	4	AAADccB6OcBAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHwQQCAAADEyB0BgywYLAAgqIACVSUHLCAAAhChAIiBlAZIgKICLgkZGEIAhglAD4yAcQAAAAAAQAAAAAAAAACAAAAAAAAAAAAAAAAA==	3,3,3-trifluoro-~{N}-[4-(3-fluorophenyl)sulfonylphenyl]-2-hydroxy-2-methyl-propanamide	3,3,3-trifluoro-~{N}-[4-(3-fluorophenyl)sulfonylphenyl]-2-hydroxy-2-methylpropanamide	3,3,3-trifluoro-~{N}-[4-(3-fluorophenyl)sulfonylphenyl]-2-hydroxy-2-methylpropanamide	3,3,3-tris(fluoranyl)-~{N}-[4-(3-fluorophenyl)sulfonylphenyl]-2-methyl-2-oxidanyl-propanamide	3,3,3-trifluoro-~{N}-[4-(3-fluorophenyl)sulfonylphenyl]-2-hydroxy-2-methyl-propionamide	InChI=1S/C16H13F4NO4S/c1-15(23,16(18,19)20)14(22)21-11-5-7-12(8-6-11)26(24,25)13-4-2-3-10(17)9-13/h2-9,23H,1H3,(H,21,22)	WGQLUICMTUFYFZ-UHFFFAOYSA-N		391.05	C16H13F4NO4S	391.337	CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=CC(=C2)F)(C(F)(F)F)O	CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=CC(=C2)F)(C(F)(F)F)O	91.8	391.05	0	26	0	1	0	0	0	1	-1	"1\n5\n255"	"12  18  8\n12  19  8\n14  20  8\n14  21  8\n17  22  8\n17  23  8\n18  20  8\n19  21  8\n22  24  8\n23  25  8\n24  26  8\n25  26  8\n11  6  3"	2.7
[H]OC(C(=O)N([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1F)(C([H])([H])[H])C(F)(F)F	10546096	10546096	1	503	7	2	4	AAADccB6McAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHwAQCAAADEyBmBgywILAAgCIAqVSUAKCAAAlAgAIiAFAZMgKIDLAlZGEIQhglADYyYcYicCeCAAAAAAAAAAQAAAAAAAAAAAAAAAAAA==	3,3,3-trifluoro-~{N}-[4-(2-fluorobenzoyl)phenyl]-2-hydroxy-2-methyl-propanamide	3,3,3-trifluoro-~{N}-[4-[(2-fluorophenyl)-oxomethyl]phenyl]-2-hydroxy-2-methylpropanamide	3,3,3-trifluoro-~{N}-[4-(2-fluorobenzoyl)phenyl]-2-hydroxy-2-methylpropanamide	3,3,3-tris(fluoranyl)-~{N}-[4-(2-fluorophenyl)carbonylphenyl]-2-methyl-2-oxidanyl-propanamide	3,3,3-trifluoro-~{N}-[4-(2-fluorobenzoyl)phenyl]-2-hydroxy-2-methyl-propionamide	InChI=1S/C17H13F4NO3/c1-16(25,17(19,20)21)15(24)22-11-8-6-10(7-9-11)14(23)12-4-2-3-5-13(12)18/h2-9,25H,1H3,(H,22,24)	BWSPNJIWXYYHAT-UHFFFAOYSA-N		355.083	C17H13F4NO3	355.289	CC(C(=O)NC1=CC=C(C=C1)C(=O)C2=CC=CC=C2F)(C(F)(F)F)O	CC(C(=O)NC1=CC=C(C=C1)C(=O)C2=CC=CC=C2F)(C(F)(F)F)O	66.4	355.083	0	25	0	1	0	0	0	1	-1	"1\n5\n255"	"13  15  8\n13  16  8\n14  17  8\n14  18  8\n15  17  8\n16  18  8\n20  21  8\n20  22  8\n21  23  8\n22  24  8\n23  25  8\n24  25  8\n9  5  3"	3.2
[H]OC(C(=O)N([H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)C1=NC([H])=C([H])S1)(C([H])([H])[H])C(F)(F)F	10547789	10547789	1	571	9	2	4	AAADccBzOYBgAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABwAAAHwQQCAAADEzF0hS+wZLIEgqsADV3VHLK8aBxCjhIyB1YZIgKICLgkZGEIAhglADYyAcQAAAAAAQAAAAAAAAACAAAAAAAAAAAAAAAAA==	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-(4-thiazol-2-ylsulfonylphenyl)propanamide	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-[4-(2-thiazolylsulfonyl)phenyl]propanamide	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-[4-(1,3-thiazol-2-ylsulfonyl)phenyl]propanamide	3,3,3-tris(fluoranyl)-2-methyl-2-oxidanyl-~{N}-[4-(1,3-thiazol-2-ylsulfonyl)phenyl]propanamide	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-(4-thiazol-2-ylsulfonylphenyl)propionamide	InChI=1S/C13H11F3N2O4S2/c1-12(20,13(14,15)16)10(19)18-8-2-4-9(5-3-8)24(21,22)11-17-6-7-23-11/h2-7,20H,1H3,(H,18,19)	VLAQPMGYVZZRGM-UHFFFAOYSA-N		380.011	C13H11F3N2O4S2	380.356	CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=NC=CS2)(C(F)(F)F)O	CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=NC=CS2)(C(F)(F)F)O	133	380.011	0	24	0	1	0	0	0	1	-1	"1\n5\n255"	"11  22  8\n11  24  8\n16  18  8\n16  19  8\n17  20  8\n17  21  8\n18  20  8\n19  21  8\n2  22  8\n2  23  8\n23  24  8\n12  6  3"	1.9
[H]OC1=C([H])C(=C([H])C([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=C(N([H])C(=O)C(O[H])(C([H])([H])[H])C(F)(F)F)C([H])=C1[H]	10572397	10572397	1	610	8	3	4	AAADccB6OYBAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHwQQCAAADEyB0BAyx4LAAgqIACVSUHLCAAAhKhAIiBlGbIgKJiLikZOEcAhk1BH42AeQQAAAAAQABAAAAAAACAAIAAAAAAAAAAAAAA==	3,3,3-trifluoro-2-hydroxy-~{N}-[4-(3-hydroxyphenyl)sulfonylphenyl]-2-methyl-propanamide	3,3,3-trifluoro-2-hydroxy-~{N}-[4-(3-hydroxyphenyl)sulfonylphenyl]-2-methylpropanamide	3,3,3-trifluoro-2-hydroxy-~{N}-[4-(3-hydroxyphenyl)sulfonylphenyl]-2-methylpropanamide	3,3,3-tris(fluoranyl)-~{N}-[4-(3-hydroxyphenyl)sulfonylphenyl]-2-methyl-2-oxidanyl-propanamide	3,3,3-trifluoro-2-hydroxy-~{N}-[4-(3-hydroxyphenyl)sulfonylphenyl]-2-methyl-propionamide	InChI=1S/C16H14F3NO5S/c1-15(23,16(17,18)19)14(22)20-10-5-7-12(8-6-10)26(24,25)13-4-2-3-11(21)9-13/h2-9,21,23H,1H3,(H,20,22)	JQXOEXCBLVHYEO-UHFFFAOYSA-N		389.054	C16H14F3NO5S	389.345	CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=CC(=C2)O)(C(F)(F)F)O	CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=CC(=C2)O)(C(F)(F)F)O	112	389.054	0	26	0	1	0	0	0	1	-1	"1\n5\n255"	"12  18  8\n12  19  8\n14  20  8\n14  21  8\n15  22  8\n15  23  8\n18  20  8\n19  21  8\n22  24  8\n23  25  8\n24  26  8\n25  26  8\n11  5  3"	2.2
[H]OC(C(=O)N([H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=C(F)C([H])=C1[H])(C([H])([H])[H])C(F)(F)F	10572530	10572530	1	603	8	2	4	AAADccB6OcBAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHwQQCAAADEyB0BgywYLAAgqIACVSUHLCAAAhChAIiBlAZIgKICLgkZGEIAhglAD4yAcQAAAAAAQAAAAAAAAACAAAAAAAAAAAAAAAAA==	3,3,3-trifluoro-~{N}-[4-(4-fluorophenyl)sulfonylphenyl]-2-hydroxy-2-methyl-propanamide	3,3,3-trifluoro-~{N}-[4-(4-fluorophenyl)sulfonylphenyl]-2-hydroxy-2-methylpropanamide	3,3,3-trifluoro-~{N}-[4-(4-fluorophenyl)sulfonylphenyl]-2-hydroxy-2-methylpropanamide	3,3,3-tris(fluoranyl)-~{N}-[4-(4-fluorophenyl)sulfonylphenyl]-2-methyl-2-oxidanyl-propanamide	3,3,3-trifluoro-~{N}-[4-(4-fluorophenyl)sulfonylphenyl]-2-hydroxy-2-methyl-propionamide	InChI=1S/C16H13F4NO4S/c1-15(23,16(18,19)20)14(22)21-11-4-8-13(9-5-11)26(24,25)12-6-2-10(17)3-7-12/h2-9,23H,1H3,(H,21,22)	ZGRQGEXXUUJWQS-UHFFFAOYSA-N		391.05	C16H13F4NO4S	391.337	CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)F)(C(F)(F)F)O	CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)F)(C(F)(F)F)O	91.8	391.05	0	26	0	1	0	0	0	1	-1	"1\n5\n255"	"12  18  8\n12  19  8\n14  20  8\n14  21  8\n17  22  8\n17  23  8\n18  20  8\n19  21  8\n22  24  8\n23  25  8\n24  26  8\n25  26  8\n11  6  3"	2.7
[H]OC1=C(C([H])=C([H])C(N([H])C(=O)C(O[H])(C([H])([H])[H])C(F)(F)F)=C1[H])S(=O)(=O)C1=C([H])C([H])=NC([H])=C1[H]	10620412	10620412	1	616	9	3	4	AAADccBzOYBAAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABwAAAHwQQCAAADEzB0hQ+x5LIEgqoADV3VHLCgCAxKjAI2Dt+bJgKJmLikZOEcAxm1Bn42AeQUAMAAAQAAgAAIAAACAAEAABAAAAAAAAAAA==	3,3,3-trifluoro-2-hydroxy-~{N}-[3-hydroxy-4-(4-pyridylsulfonyl)phenyl]-2-methyl-propanamide	3,3,3-trifluoro-2-hydroxy-~{N}-(3-hydroxy-4-pyridin-4-ylsulfonylphenyl)-2-methylpropanamide	3,3,3-trifluoro-2-hydroxy-~{N}-(3-hydroxy-4-pyridin-4-ylsulfonylphenyl)-2-methylpropanamide	3,3,3-tris(fluoranyl)-2-methyl-2-oxidanyl-~{N}-(3-oxidanyl-4-pyridin-4-ylsulfonyl-phenyl)propanamide	3,3,3-trifluoro-2-hydroxy-~{N}-[3-hydroxy-4-(4-pyridylsulfonyl)phenyl]-2-methyl-propionamide	InChI=1S/C15H13F3N2O5S/c1-14(23,15(16,17)18)13(22)20-9-2-3-12(11(21)8-9)26(24,25)10-4-6-19-7-5-10/h2-8,21,23H,1H3,(H,20,22)	HJLSQMSOURVULD-UHFFFAOYSA-N		390.05	C15H13F3N2O5S	390.333	CC(C(=O)NC1=CC(=C(C=C1)S(=O)(=O)C2=CC=NC=C2)O)(C(F)(F)F)O	CC(C(=O)NC1=CC(=C(C=C1)S(=O)(=O)C2=CC=NC=C2)O)(C(F)(F)F)O	125	390.05	0	26	0	1	0	0	0	1	-1	"1\n5\n255"	"11  25  8\n11  26  8\n13  18  8\n13  19  8\n15  20  8\n15  21  8\n18  20  8\n19  21  8\n22  23  8\n22  24  8\n23  25  8\n24  26  8\n12  5  3"	1.7
[H]OC(C(=O)N([H])C1=C([H])C(C#N)=C(C([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])(C([H])([H])[H])C(F)(F)F	10620857	10620857	1	704	8	2	4	AAADccB7OYBAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHwQQCAAADEyB2BAywYLAAgqYBiVSUHLiAAAhChAIiBlAZIgKoCLgkZGEIAhglAD4yA8QgAAOAAQAQAAEAAAACACAAAgAAAAAAAAAAA==	~{N}-[4-(benzenesulfonyl)-3-cyano-phenyl]-3,3,3-trifluoro-2-hydroxy-2-methyl-propanamide	~{N}-[4-(benzenesulfonyl)-3-cyanophenyl]-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide	~{N}-[4-(benzenesulfonyl)-3-cyanophenyl]-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide	~{N}-[3-cyano-4-(phenylsulfonyl)phenyl]-3,3,3-tris(fluoranyl)-2-methyl-2-oxidanyl-propanamide	~{N}-(4-besyl-3-cyano-phenyl)-3,3,3-trifluoro-2-hydroxy-2-methyl-propionamide	InChI=1S/C17H13F3N2O4S/c1-16(24,17(18,19)20)15(23)22-12-7-8-14(11(9-12)10-21)27(25,26)13-5-3-2-4-6-13/h2-9,24H,1H3,(H,22,23)	LLXPGIVWJRRJNL-UHFFFAOYSA-N		398.055	C17H13F3N2O4S	398.356	CC(C(=O)NC1=CC(=C(C=C1)S(=O)(=O)C2=CC=CC=C2)C#N)(C(F)(F)F)O	CC(C(=O)NC1=CC(=C(C=C1)S(=O)(=O)C2=CC=CC=C2)C#N)(C(F)(F)F)O	116	398.055	0	27	0	1	0	0	0	1	-1	"1\n5\n255"	"12  15  8\n12  19  8\n13  20  8\n13  21  8\n15  20  8\n18  22  8\n18  23  8\n19  21  8\n22  24  8\n23  25  8\n24  26  8\n25  26  8\n11  5  3"	2.3
