CID,TID,score,score_note,score_type,error
1989,"P23526",,"","","no valid path was found"
1989,"P23528",,"","",""
1989,"P23677",,"","","no valid path was found"
1989,"P23763",,"","","no valid path was found"
1989,"P23786",,"","","no valid path was found"
1989,"P23919",,"","",""
1989,"P23921",,"","",""
1989,"P23945",,"","",""
1989,"P23946",,"","","no valid path was found"
1989,"P23975",,"","",""
1989,"P24046",,"","",""
1989,"P24158",,"","",""
1989,"P24298",,"","",""
1989,"P24347",,"","","no valid path was found"
1989,"P24385",,"","",""
1989,"P24387",,"","",""
1989,"P24530",,"","","target was not found"
1989,"P24557",,"","",""
1989,"P24592",,"","","target was not found"
1989,"P24593",,"","",""
1989,"P24666",,"","",""
1989,"P24723",,"","",""
1989,"P24752",,"","","no valid path was found"
1989,"P24864",,"","",""
1989,"P24941",,"","",""
1989,"P25021",,"","",""
1989,"P25024",,"","",""
1989,"P25025",,"","","target was not found"
1989,"P25054",,"","","no valid path was found"
1989,"P25090",,"","","no valid path was found"
1989,"P25098",,"","",""
1989,"P25100",,"","",""
1989,"P25101",,"","",""
1989,"P25103",,"","",""
1989,"P25105",,"","","no valid path was found"
1989,"P25116",,"","",""
1989,"P25774",,"","",""
1989,"P25929",,"","","target was not found"
1989,"P25963",,"","",""
1989,"P26006",,"","",""
1989,"P26010",,"","",""
1989,"P26358",,"","","target was not found"
1989,"P26439",,"","","no valid path was found"
1989,"P26639",,"","",""
1989,"P26640",,"","",""
1989,"P26927",,"","","no valid path was found"
1989,"P27037",,"","","no valid path was found"
1989,"P27144",,"","",""
1989,"P27169",,"","",""
1989,"P27338",,"","",""
1989,"P27361",,"","",""
1989,"P27448",,"","","no valid path was found"
1989,"P27487",,"","","no valid path was found"
1989,"P27540",,"","",""
1989,"P27695",,"","",""
1989,"P27707",,"","",""
1989,"P27708",,"","","target was not found"
1989,"P27815",,"","",""
1989,"P27824",,"","","no valid path was found"
1989,"P27986",,"","",""
1989,"P27987",,"","","no valid path was found"
1989,"P28062",,"","","no valid path was found"
1989,"P28074",,"","",""
1989,"P28161",,"","",""
1989,"P28221",,"","",""
1989,"P28222",,"","",""
1989,"P28223",,"","",""
1989,"P28300",,"","","no valid path was found"
1989,"P28329",,"","","no valid path was found"
1989,"P28332",,"","","target was not found"
1989,"P28335",,"","",""
1989,"P28336",,"","","no valid path was found"
1989,"P28340",,"","",""
1989,"P28472",,"","",""
1989,"P28476",,"","","no valid path was found"
1989,"P28482",,"","",""
1989,"P28562",,"","",""
1989,"P28566",,"","",""
1989,"P28702",,"","","no valid path was found"
1989,"P28715",,"","",""
1989,"P28827",,"","","no valid path was found"
1989,"P28838",,"","","no valid path was found"
1989,"P28845",,"","",""
1989,"P28907",,"","",""
1989,"P29074",,"","",""
1989,"P29120",,"","","no valid path was found"
1989,"P29122",,"","","no valid path was found"
1989,"P29144",,"","","no valid path was found"
1989,"P29218",,"","","no valid path was found"
1989,"P29274",,"","","no valid path was found"
1989,"P29275",,"","",""
1989,"P29317",,"","",""
1989,"P29320",,"","",""
1989,"P29322",,"","","target was not found"
1989,"P29323",,"","",""
1989,"P29350",,"","",""
1989,"P29353",,"","",""
1989,"P29371",,"","","no valid path was found"
1989,"P29373",,"","","no valid path was found"
1989,"P29376",,"","",""
1989,"P29401",,"","",""
1989,"P29466",,"","",""
1989,"P29474",,"","","target was not found"
1989,"P29475",,"","",""
1989,"P29597",,"","",""
1989,"P29762",,"","","target was not found"
1989,"P29803",,"","",""
1989,"P30043",,"","","no valid path was found"
1989,"P30085",,"","","no valid path was found"
1989,"P30279",,"","",""
1989,"P30281",,"","",""
1989,"P30291",,"","","no valid path was found"
1989,"P30304",,"","",""
1989,"P30305",,"","","target was not found"
1989,"P30307",,"","",""
1989,"P30411",,"","",""
1989,"P30419",,"","","no valid path was found"
1989,"P30518",,"","","target was not found"
1989,"P30519",,"","","target was not found"
1989,"P30520",,"","",""
1989,"P30530",,"","","no valid path was found"
1989,"P30531",,"","",""
1989,"P30532",,"","","no valid path was found"
1989,"P30536",,"","",""
1989,"P30542",,"","",""
1989,"P30550",,"","",""
1989,"P30556",,"","",""
1989,"P30559",,"","",""
1989,"P30613",,"","",""
1989,"P30711",,"","",""
1989,"P30837",,"","","no valid path was found"
1989,"P30838",,"","",""
1989,"P30872",,"","","no valid path was found"
1989,"P30874",,"","","no valid path was found"
1989,"P30926",,"","","no valid path was found"
1989,"P30939",,"","",""
1989,"P30968",,"","",""
1989,"P30988",,"","","no valid path was found"
1989,"P30989",,"","",""
1989,"P31040",,"","","no valid path was found"
1989,"P31152",,"","","no valid path was found"
1989,"P31213",,"","",""
1989,"P31321",,"","",""
1989,"P31323",,"","",""
1989,"P31350",,"","","no valid path was found"
1989,"P31358",,"","","no valid path was found"
1989,"P31391",,"","","no valid path was found"
1989,"P31639",,"","","no valid path was found"
1989,"P31641",,"","","no valid path was found"
1989,"P31644",,"","","target was not found"
1989,"P31645",,"","",""
1989,"P31749",,"","",""
1989,"P31751",,"","",""
1989,"P31785",,"","","no valid path was found"
1989,"P31939",,"","",""
1989,"P31944",,"","","target was not found"
1989,"P32019",,"","","no valid path was found"
1989,"P32189",,"","","no valid path was found"
1989,"P32238",,"","",""
1989,"P32239",,"","",""
1989,"P32241",,"","","no valid path was found"
1989,"P32245",,"","","no valid path was found"
1989,"P32246",,"","","no valid path was found"
1989,"P32247",,"","","target was not found"
1989,"P32248",,"","","no valid path was found"
1989,"P32297",,"","",""
1989,"P32298",,"","",""
1989,"P32302",,"","","target was not found"
1989,"P32320",,"","","no valid path was found"
1989,"P32321",,"","",""
1989,"P32418",,"","","no valid path was found"
1989,"P32745",,"","","no valid path was found"
1989,"P32754",,"","",""
1989,"P32927",,"","","no valid path was found"
1989,"P33032",,"","","target was not found"
1989,"P33176",,"","",""
1989,"P33260",,"","",""
1989,"P33261",,"","",""
1989,"P33316",,"","",""
1989,"P33402",,"","","no valid path was found"
1989,"P33527",,"","",""
1989,"P33765",,"","",""
1989,"P33908",,"","","no valid path was found"
1989,"P33981",,"","",""
1989,"P34903",,"","",""
1989,"P34913",,"","","no valid path was found"
1989,"P34947",,"","","no valid path was found"
1989,"P34949",,"","","no valid path was found"
1989,"P34969",,"","",""
1989,"P34972",,"","",""
1989,"P34981",,"","","no valid path was found"
1989,"P34995",,"","",""
1989,"P34998",,"","","no valid path was found"
1989,"P35030",,"","","no valid path was found"
1989,"P35218",,"","",""
1989,"P35219",,"","",""
1989,"P35222",,"","",""
1989,"P35228",,"","",""
1989,"P35236",,"","","no valid path was found"
1989,"P35346",,"","","no valid path was found"
1989,"P35348",,"","",""
1989,"P35354",,"","",""
1989,"P35367",,"","",""
1989,"P35368",,"","","no valid path was found"
1989,"P35372",,"","","target was not found"
1989,"P35398",,"","","target was not found"
1989,"P35408",,"","",""
1989,"P35462",,"","",""
1989,"P35498",,"","",""
1989,"P35499",,"","",""
1989,"P35557",,"","",""
1989,"P35558",,"","",""
1989,"P35573",,"","","no valid path was found"
1989,"P35575",,"","",""
1989,"P35590",,"","",""
1989,"P35610",,"","",""
1989,"P35626",,"","","no valid path was found"
1989,"P35790",,"","",""
1989,"P35813",,"","",""
1989,"P35869",,"","",""
1989,"P35913",,"","",""
1989,"P35916",,"","",""
1989,"P35968",,"","",""
1989,"P36402",,"","","no valid path was found"
1989,"P36507",,"","",""
1989,"P36537",,"","","no valid path was found"
1989,"P36544",,"","",""
1989,"P36873",,"","",""
1989,"P36888",,"","",""
1989,"P36894",,"","","no valid path was found"
1989,"P36896",,"","","no valid path was found"
1989,"P36897",,"","","target was not found"
1989,"P37023",,"","","no valid path was found"
1989,"P37058",,"","",""
1989,"P37059",,"","","no valid path was found"
1989,"P37088",,"","",""
1989,"P37173",,"","","no valid path was found"
1989,"P37231",,"","",""
1989,"P37268",,"","","target was not found"
1989,"P37288",,"","",""
1989,"P37840",,"","",""
1989,"P38398",,"","","no valid path was found"
1989,"P38435",,"","",""
1989,"P38484",,"","","no valid path was found"
1989,"P38571",,"","","no valid path was found"
1989,"P38936",,"","",""
1989,"P39086",,"","","target was not found"
1989,"P39656",,"","","no valid path was found"
1989,"P39748",,"","",""
1989,"P39877",,"","","no valid path was found"
1989,"P39900",,"","",""
1989,"P40145",,"","","no valid path was found"
1989,"P40238",,"","",""
1989,"P40313",,"","","no valid path was found"
1989,"P40394",,"","",""
1989,"P40424",,"","","no valid path was found"
1989,"P40763",,"","",""
1989,"P40925",,"","","target was not found"
1989,"P40926",,"","","target was not found"
1989,"P41134",,"","","no valid path was found"
1989,"P41143",,"","",""
1989,"P41145",,"","","target was not found"
1989,"P41146",,"","","no valid path was found"
1989,"P41180",,"","","no valid path was found"
1989,"P41231",,"","","no valid path was found"
1989,"P41235",,"","",""
1989,"P41240",,"","",""
1989,"P41252",,"","",""
1989,"P41279",,"","","no valid path was found"
1989,"P41439",,"","","no valid path was found"
1989,"P41440",,"","","target was not found"
1989,"P41586",,"","",""
1989,"P41587",,"","","no valid path was found"
1989,"P41594",,"","",""
1989,"P41595",,"","",""
1989,"P41597",,"","",""
1989,"P41743",,"","",""
1989,"P41968",,"","","no valid path was found"
1989,"P42224",,"","",""
1989,"P42226",,"","","no valid path was found"
1989,"P42229",,"","",""
1989,"P42261",,"","",""
1989,"P42262",,"","",""
1989,"P42263",,"","",""
1989,"P42330",,"","","target was not found"
1989,"P42336",,"","",""
1989,"P42338",,"","",""
1989,"P42345",,"","",""
1989,"P42356",,"","",""
1989,"P42357",,"","",""
1989,"P42574",,"","","no valid path was found"
1989,"P42575",,"","","no valid path was found"
1989,"P42679",,"","","no valid path was found"
1989,"P42680",,"","","no valid path was found"
1989,"P42681",,"","","no valid path was found"
1989,"P42684",,"","",""
1989,"P42685",,"","",""
1989,"P42785",,"","",""
1989,"P42858",,"","",""
1989,"P42892",,"","",""
1989,"P43003",,"","",""
1989,"P43004",,"","","no valid path was found"
1989,"P43005",,"","","no valid path was found"
1989,"P43007",,"","","no valid path was found"
1989,"P43088",,"","",""
1989,"P43115",,"","",""
1989,"P43116",,"","",""
1989,"P43119",,"","",""
1989,"P43155",,"","",""
1989,"P43166",,"","",""
1989,"P43220",,"","",""
1989,"P43234",,"","",""
1989,"P43235",,"","","no valid path was found"
1989,"P43250",,"","",""
1989,"P43353",,"","","no valid path was found"
1989,"P43354",,"","",""
1989,"P43378",,"","","no valid path was found"
1989,"P43403",,"","","target was not found"
1989,"P43405",,"","","target was not found"
1989,"P43681",,"","",""
1989,"P45452",,"","",""
1989,"P45880",,"","","no valid path was found"
1989,"P45974",,"","","no valid path was found"
1989,"P45983",,"","",""
1989,"P45984",,"","",""
1989,"P45985",,"","",""
1989,"P46019",,"","",""
1989,"P46020",,"","",""
1989,"P46059",,"","",""
1989,"P46094",,"","","no valid path was found"
1989,"P46098",,"","",""
1989,"P46108",,"","",""
1989,"P46439",,"","","no valid path was found"
1989,"P46663",,"","",""
1989,"P46734",,"","","no valid path was found"
1989,"P47211",,"","","no valid path was found"
1989,"P47712",,"","",""
1989,"P47775",,"","","target was not found"
1989,"P47869",,"","",""
1989,"P47870",,"","",""
1989,"P47871",,"","",""
1989,"P47872",,"","",""
1989,"P47895",,"","","no valid path was found"
1989,"P47897",,"","","no valid path was found"
1989,"P47898",,"","","no valid path was found"
1989,"P47900",,"","",""
1989,"P47901",,"","",""
1989,"P47929",,"","","no valid path was found"
1989,"P47989",,"","",""
1989,"P48023",,"","",""
1989,"P48039",,"","",""
1989,"P48052",,"","","no valid path was found"
1989,"P48058",,"","",""
1989,"P48065",,"","","no valid path was found"
1989,"P48066",,"","","no valid path was found"
1989,"P48067",,"","","no valid path was found"
1989,"P48147",,"","","no valid path was found"
1989,"P48163",,"","","target was not found"
1989,"P48169",,"","","target was not found"
1989,"P48357",,"","",""
1989,"P48443",,"","",""
1989,"P48448",,"","","no valid path was found"
1989,"P48449",,"","",""
1989,"P48454",,"","","no valid path was found"
1989,"P48506",,"","","no valid path was found"
1989,"P48546",,"","","no valid path was found"
1989,"P48547",,"","","no valid path was found"
1989,"P48551",,"","","target was not found"
1989,"P48664",,"","","target was not found"
1989,"P48729",,"","","target was not found"
1989,"P48730",,"","","no valid path was found"
1989,"P48736",,"","",""
1989,"P48764",,"","","no valid path was found"
1989,"P48775",,"","","no valid path was found"
1989,"P49005",,"","","no valid path was found"
1989,"P49019",,"","","no valid path was found"
1989,"P49023",,"","","target was not found"
1989,"P49116",,"","",""
1989,"P49137",,"","","no valid path was found"
1989,"P49146",,"","","target was not found"
1989,"P49189",,"","","no valid path was found"
1989,"P49221",,"","","no valid path was found"
1989,"P49238",,"","",""
1989,"P49286",,"","",""
1989,"P49327",,"","",""
1989,"P49336",,"","","target was not found"
1989,"P49354",,"","",""
1989,"P49356",,"","",""
1989,"P49366",,"","",""
1989,"P49588",,"","",""
1989,"P49619",,"","","no valid path was found"
1989,"P49639",,"","",""
1989,"P49641",,"","","target was not found"
1989,"P49662",,"","",""
1989,"P49674",,"","","no valid path was found"
1989,"P49682",,"","","no valid path was found"
1989,"P49721",,"","",""
1989,"P49759",,"","",""
1989,"P49760",,"","","target was not found"
1989,"P49761",,"","","no valid path was found"
1989,"P49768",,"","","no valid path was found"
1989,"P49773",,"","",""
1989,"P49810",,"","","no valid path was found"
1989,"P49840",,"","",""
1989,"P49841",,"","",""
1989,"P49862",,"","",""
1989,"P49863",,"","",""
1989,"P49888",,"","",""
1989,"P49895",,"","","no valid path was found"
1989,"P49915",,"","",""
1989,"P49961",,"","",""
1989,"P50052",,"","","no valid path was found"
1989,"P50120",,"","","target was not found"
1989,"P50135",,"","","no valid path was found"
1989,"P50281",,"","","target was not found"
1989,"P50391",,"","","no valid path was found"
1989,"P50406",,"","",""
1989,"P50454",,"","","target was not found"
1989,"P50570",,"","","target was not found"
1989,"P50579",,"","","no valid path was found"
1989,"P50591",,"","",""
1989,"P50613",,"","",""
1989,"P50750",,"","","no valid path was found"
1989,"P50993",,"","","no valid path was found"
1989,"P51160",,"","",""
1989,"P51164",,"","","no valid path was found"
1989,"P51178",,"","","no valid path was found"
1989,"P51451",,"","",""
1989,"P51452",,"","","no valid path was found"
1989,"P51511",,"","","no valid path was found"
1989,"P51512",,"","","no valid path was found"
1989,"P51575",,"","","no valid path was found"
1989,"P51580",,"","",""
1989,"P51582",,"","",""
1989,"P51589",,"","",""
1989,"P51617",,"","","no valid path was found"
1989,"P51649",,"","","no valid path was found"
1989,"P51659",,"","","no valid path was found"
1989,"P51677",,"","","no valid path was found"
1989,"P51679",,"","","no valid path was found"
1989,"P51681",,"","","no valid path was found"
1989,"P51684",,"","","no valid path was found"
1989,"P51685",,"","","no valid path was found"
1989,"P51686",,"","","no valid path was found"
1989,"P51692",,"","",""
1989,"P51787",,"","",""
1989,"P51812",,"","","no valid path was found"
